pokedex_entry,pokemon_name,pokemon_types,species,height,weight,abilities,ev_yield,catch_rate,friendship,base_exp,growth_rate,egg_groups,genders,egg_cycles,super_effective_on_subject,not_effective_on_subject,no_effect_on_subject,description,level_up_moves
234,Stantler,['Normal'],Big Horn Pokémon,1.4 m (4′07″),71.2 kg (157.0 lbs),"['Intimidate', 'Frisk', 'Sap Sipper']","
1 Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),163,Slow,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
",['Fighting'],[],"['Grass', 'Ghost']","Stantler’s magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.","[('1', 'Me First'), ('1', 'Tackle'), ('3', 'Leer'), ('7', 'Astonish'), ('10', 'Hypnosis'), ('13', 'Stomp'), ('16', 'Sand Attack'), ('21', 'Take Down'), ('23', 'Confuse Ray'), ('27', 'Calm Mind'), ('33', 'Role Play'), ('38', 'Zen Headbutt'), ('43', 'Jump Kick'), ('49', 'Imprison'), ('50', 'Captivate'), ('55', 'Me First')]"
235,Smeargle,['Normal'],Painter Pokémon,1.2 m (3′11″),58.0 kg (127.9 lbs),"['Own Tempo', 'Technician', 'Moody']","
1 Speed ","45 (5.9% with PokéBall, full HP)",70 (normal),88,Fast,['Field'],"['50% male', '50% female']","20 (4,884–5,140 steps)
",['Fighting'],[],['Ghost'],"It draws symbols with the fluid that oozes from the tip of its tail. Depending on the symbol, Smeargle fanatics will pay big money for them.","[('1', 'Sketch'), ('11', 'Sketch'), ('21', 'Sketch'), ('31', 'Sketch'), ('41', 'Sketch'), ('51', 'Sketch'), ('61', 'Sketch'), ('71', 'Sketch'), ('81', 'Sketch'), ('91', 'Sketch')]"
236,Tyrogue,['Fighting'],Scuffle Pokémon,0.7 m (2′04″),21.0 kg (46.3 lbs),"['Guts', 'Steadfast', 'Vital Spirit']","
1 Attack ","75 (9.8% with PokéBall, full HP)",70 (normal),42,Medium Fast,['Undiscovered'],"['100% male', '0% female']","25 (6,169–6,425 steps)
","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[],"Even though it is small, it can’t be ignored because it will slug any handy target without warning.","[('1', 'Fake Out'), ('1', 'Focus Energy'), ('1', 'Helping Hand'), ('1', 'Tackle')]"
237,Hitmontop,['Fighting'],Handstand Pokémon,1.4 m (4′07″),48.0 kg (105.8 lbs),"['Intimidate', 'Technician', 'Steadfast']","
 2 Special Defense ","45 (5.9% with PokéBall, full HP)",70 (normal),159,Medium Fast,['Human-Like'],"['100% male', '0% female']","25 (6,169–6,425 steps)
","['Flying', 'Psychic', 'Fairy']","['Bug', 'Rock', 'Dark']",[],"After doing a handstand to throw off the opponent’s timing, it presents its fancy kick moves.","[('1', 'Fake Out'), ('1', 'Feint'), ('1', 'Focus Energy'), ('1', 'Helping Hand'), ('1', 'Rapid Spin'), ('1', 'Tackle'), ('1', 'Triple Kick'), ('4', 'Quick Attack'), ('8', 'Gyro Ball'), ('12', 'Detect'), ('16', 'Revenge'), ('21', 'Quick Guard'), ('21', 'Wide Guard'), ('24', 'Sucker Punch'), ('28', 'Agility'), ('32', 'Dig'), ('36', 'Close Combat'), ('40', 'Counter'), ('44', 'Endeavor')]"
238,Smoochum,"['Ice', 'Psychic']",Kiss Pokémon,0.4 m (1′04″),6.0 kg (13.2 lbs),"['Oblivious', 'Forewarn', 'Hydration']","
1 Special Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),61,Medium Fast,['Undiscovered'],"['0% male', '100% female']","25 (6,169–6,425 steps)
","['Fire', 'Bug', 'Rock', 'Ghost', 'Dark', 'Steel']","['Ice', 'Psychic']",[],"Highly perceptive sensors, Smoochum’s lips are kept moist by its daily application of tree sap.","[('1', 'Pound'), ('5', 'Lick'), ('8', 'Sweet Kiss'), ('11', 'Powder Snow'), ('15', 'Confusion'), ('18', 'Sing'), ('21', 'Heart Stamp'), ('25', 'Mean Look'), ('28', 'Fake Tears'), ('31', 'Lucky Chant'), ('35', 'Avalanche'), ('38', 'Psychic'), ('41', 'Copycat'), ('45', 'Perish Song'), ('48', 'Blizzard')]"
239,Elekid,['Electric'],Electric Pokémon,0.6 m (2′00″),23.5 kg (51.8 lbs),"['Static', 'Vital Spirit']","
1 Speed ","45 (5.9% with PokéBall, full HP)",70 (normal),72,Medium Fast,['Undiscovered'],"['75% male', '25% female']","25 (6,169–6,425 steps)
",['Ground'],"['Electric', 'Flying', 'Steel']",[],"When its horns shine a bluish white, that’s the sign it’s fully charged. You’ll get a shocking jolt if you touch it!","[('1', 'Leer'), ('1', 'Quick Attack'), ('5', 'Thunder Shock'), ('8', 'Low Kick'), ('12', 'Swift'), ('15', 'Shock Wave'), ('19', 'Thunder Wave'), ('22', 'Electro Ball'), ('26', 'Light Screen'), ('29', 'Thunder Punch'), ('33', 'Discharge'), ('36', 'Screech'), ('40', 'Thunderbolt'), ('43', 'Thunder')]"
240,Magby,['Fire'],Live Coal Pokémon,0.7 m (2′04″),21.4 kg (47.2 lbs),"['Flame Body', 'Vital Spirit']","
1 Speed ","45 (5.9% with PokéBall, full HP)",70 (normal),73,Medium Fast,['Undiscovered'],"['75% male', '25% female']","25 (6,169–6,425 steps)
","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[],"Its body temperature is always around 1,100 degrees Fahrenheit. If Magby falls into a small- enough pond, the whole thing will dry up.","[('1', 'Leer'), ('1', 'Smog'), ('5', 'Ember'), ('8', 'Smokescreen'), ('12', 'Feint Attack'), ('15', 'Fire Spin'), ('19', 'Clear Smog'), ('22', 'Flame Burst'), ('26', 'Confuse Ray'), ('29', 'Fire Punch'), ('33', 'Lava Plume'), ('36', 'Sunny Day'), ('40', 'Flamethrower'), ('43', 'Fire Blast')]"
241,Miltank,['Normal'],Milk Cow Pokémon,1.2 m (3′11″),75.5 kg (166.4 lbs),"['Thick Fat', 'Scrappy', 'Sap Sipper']","
2 Defense ","45 (5.9% with PokéBall, full HP)",70 (normal),172,Slow,['Field'],"['0% male', '100% female']","20 (4,884–5,140 steps)
",['Fighting'],[],"['Grass', 'Ghost']","Its milk is delicious and chock-full of nutrients. However, if you drink too much, it could make your stomach hurt, so be careful.","[('1', 'Tackle'), ('3', 'Growl'), ('5', 'Defense Curl'), ('8', 'Stomp'), ('11', 'Milk Drink'), ('15', 'Bide'), ('19', 'Rollout'), ('24', 'Body Slam'), ('29', 'Zen Headbutt'), ('35', 'Captivate'), ('41', 'Gyro Ball'), ('48', 'Heal Bell'), ('50', 'Wake-Up Slap')]"
242,Blissey,['Normal'],Happiness Pokémon,1.5 m (4′11″),46.8 kg (103.2 lbs),"['Natural Cure', 'Serene Grace', 'Healer']","
3 HP ","30 (3.9% with PokéBall, full HP)",140 (higher than normal),608,Fast,['Fairy'],"['0% male', '100% female']","40 (10,024–10,280 steps)
",['Fighting'],[],['Ghost'],"This Pokémon is overflowing with love. Only Chansey that share a strong bond with their Trainer can evolve, so people say.","[('1', 'Defense Curl'), ('1', 'Double-Edge'), ('1', 'Growl'), ('1', 'Pound'), ('5', 'Tail Whip'), ('9', 'Refresh'), ('12', 'Double Slap'), ('16', 'Soft-Boiled'), ('20', 'Bestow'), ('23', 'Minimize'), ('27', 'Take Down'), ('31', 'Sing'), ('34', 'Fling'), ('39', 'Heal Pulse'), ('44', 'Egg Bomb'), ('50', 'Light Screen'), ('57', 'Healing Wish'), ('65', 'Double-Edge')]"
243,Raikou,['Electric'],Thunder Pokémon,1.9 m (6′03″),178.0 kg (392.4 lbs),"['Pressure', 'Inner Focus']","
1 Special Attack, 2 Speed ","3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,['Undiscovered'],[],"80 (20,304–20,560 steps)
",['Ground'],"['Electric', 'Flying', 'Steel']",[],Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.,"[('1', 'Bite'), ('1', 'Discharge'), ('1', 'Extrasensory'), ('1', 'Leer'), ('8', 'Thunder Shock'), ('15', 'Roar'), ('22', 'Quick Attack'), ('29', 'Spark'), ('36', 'Reflect'), ('43', 'Crunch'), ('50', 'Thunder Fang'), ('57', 'Discharge'), ('64', 'Extrasensory'), ('71', 'Rain Dance'), ('78', 'Calm Mind'), ('85', 'Thunder')]"
244,Entei,['Fire'],Volcano Pokémon,2.1 m (6′11″),198.0 kg (436.5 lbs),"['Pressure', 'Inner Focus']","
1 HP, 2 Attack ","3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,['Undiscovered'],[],"80 (20,304–20,560 steps)
","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[],Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.,"[('1', 'Bite'), ('1', 'Eruption'), ('1', 'Extrasensory'), ('1', 'Lava Plume'), ('1', 'Leer'), ('1', 'Sacred Fire'), ('8', 'Ember'), ('15', 'Roar'), ('22', 'Fire Spin'), ('29', 'Stomp'), ('36', 'Flamethrower'), ('43', 'Swagger'), ('50', 'Fire Fang'), ('57', 'Lava Plume'), ('64', 'Extrasensory'), ('71', 'Fire Blast'), ('78', 'Calm Mind'), ('85', 'Eruption')]"
245,Suicune,['Water'],Aurora Pokémon,2.0 m (6′07″),187.0 kg (412.3 lbs),"['Pressure', 'Inner Focus']","
1 Defense, 2 Special Defense ","3 (0.4% with PokéBall, full HP)",35 (lower than normal),261,Slow,['Undiscovered'],[],"80 (20,304–20,560 steps)
","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[],Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.,"[('1', 'Bite'), ('1', 'Bubble Beam'), ('1', 'Leer'), ('1', 'Rain Dance'), ('1', 'Sheer Cold'), ('8', 'Bubble Beam'), ('15', 'Rain Dance'), ('22', 'Gust'), ('29', 'Aurora Beam'), ('36', 'Mist'), ('43', 'Mirror Coat'), ('50', 'Ice Fang'), ('57', 'Tailwind'), ('64', 'Extrasensory'), ('71', 'Hydro Pump'), ('78', 'Calm Mind'), ('85', 'Blizzard')]"
246,Larvitar,"['Rock', 'Ground']",Rock Skin Pokémon,0.6 m (2′00″),72.0 kg (158.7 lbs),"['Guts', 'Sand Veil']","
1 Attack ","45 (5.9% with PokéBall, full HP)",35 (lower than normal),60,Slow,['Monster'],"['50% male', '50% female']","40 (10,024–10,280 steps)
","['Water', 'Grass', 'Ice', 'Fighting', 'Ground', 'Steel']","['Normal', 'Fire', 'Flying', 'Rock']",['Electric'],"It feeds on soil. After it has eaten a large mountain, it will fall asleep so it can grow.","[('1', 'Leer'), ('1', 'Tackle'), ('3', 'Rock Throw'), ('6', 'Payback'), ('9', 'Bite'), ('12', 'Scary Face'), ('15', 'Rock Slide'), ('18', 'Stomping Tantrum'), ('21', 'Screech'), ('24', 'Dark Pulse'), ('27', 'Crunch'), ('31', 'Earthquake'), ('33', 'Stone Edge'), ('36', 'Thrash'), ('39', 'Sandstorm'), ('42', 'Hyper Beam')]"
247,Pupitar,"['Rock', 'Ground']",Hard Shell Pokémon,1.2 m (3′11″),152.0 kg (335.1 lbs),['Shed Skin'],"
2 Attack ","45 (5.9% with PokéBall, full HP)",35 (lower than normal),144,Slow,['Monster'],"['50% male', '50% female']","40 (10,024–10,280 steps)
","['Water', 'Grass', 'Ice', 'Fighting', 'Ground', 'Steel']","['Normal', 'Fire', 'Flying', 'Rock']",['Electric'],"It will not stay still, even while it’s a pupa. It already has arms and legs under its solid shell.","[('1', 'Iron Defense'), ('1', 'Leer'), ('1', 'Payback'), ('1', 'Rock Throw'), ('1', 'Tackle'), ('9', 'Bite'), ('12', 'Scary Face'), ('15', 'Rock Slide'), ('18', 'Stomping Tantrum'), ('21', 'Screech'), ('24', 'Dark Pulse'), ('27', 'Crunch'), ('33', 'Earthquake'), ('37', 'Stone Edge'), ('42', 'Thrash'), ('47', 'Sandstorm'), ('52', 'Hyper Beam')]"
248,Tyranitar,"['Rock', 'Dark']",Armor Pokémon,2.0 m (6′07″),202.0 kg (445.3 lbs),"['Sand Stream', 'Unnerve']","
3 Attack ","45 (5.9% with PokéBall, full HP)",35 (lower than normal),270,Slow,['Monster'],"['50% male', '50% female']","40 (10,024–10,280 steps)
","['Water', 'Grass', 'Fighting', 'Ground', 'Bug', 'Steel', 'Fairy']","['Normal', 'Fire', 'Poison', 'Flying', 'Ghost', 'Dark']",['Psychic'],246 (Gold/Silver/Crystal)251 (HeartGold/SoulSilver)294 (Black 2/White 2)104 (X/Y — Mountain Kalos)249 (U.Sun/U.Moon — Alola dex)385 (Sword/Shield),"[('1', 'Fire Fang'), ('1', 'Ice Fang'), ('1', 'Iron Defense'), ('1', 'Leer'), ('1', 'Payback'), ('1', 'Rock Throw'), ('1', 'Tackle'), ('1', 'Thunder Fang'), ('9', 'Bite'), ('12', 'Scary Face'), ('15', 'Rock Slide'), ('18', 'Stomping Tantrum'), ('21', 'Screech'), ('24', 'Dark Pulse'), ('27', 'Crunch'), ('33', 'Earthquake'), ('37', 'Stone Edge'), ('42', 'Thrash'), ('47', 'Sandstorm'), ('52', 'Hyper Beam'), ('59', 'Giga Impact')]"
249,Lugia,"['Psychic', 'Flying']",Diving Pokémon,5.2 m (17′01″),216.0 kg (476.2 lbs),"['Pressure', 'Multiscale']","
3 Special Defense ","3 (0.4% with PokéBall, full HP)",0 (lower than normal),306,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']","['Grass', 'Psychic']",['Ground'],"Lugia’s wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.","[('1', 'Weather Ball'), ('1', 'Whirlwind'), ('9', 'Gust'), ('15', 'Dragon Rush'), ('23', 'Extrasensory'), ('29', 'Rain Dance'), ('37', 'Hydro Pump'), ('43', 'Aeroblast'), ('50', 'Punishment'), ('57', 'Ancient Power'), ('65', 'Safeguard'), ('71', 'Recover'), ('79', 'Future Sight'), ('85', 'Natural Gift'), ('93', 'Calm Mind'), ('99', 'Sky Attack')]"
250,Ho-oh,"['Fire', 'Flying']",Rainbow Pokémon,3.8 m (12′06″),199.0 kg (438.7 lbs),"['Pressure', 'Regenerator']","
3 Special Defense ","3 (0.4% with PokéBall, full HP)",0 (lower than normal),306,Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Water', 'Electric', 'Rock']","['Fire', 'Fighting', 'Steel', 'Fairy']",['Ground'],Ho-Oh’s feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.,"[('1', 'Weather Ball'), ('1', 'Whirlwind'), ('9', 'Gust'), ('15', 'Brave Bird'), ('23', 'Extrasensory'), ('29', 'Sunny Day'), ('37', 'Fire Blast'), ('43', 'Sacred Fire'), ('50', 'Punishment'), ('57', 'Ancient Power'), ('65', 'Safeguard'), ('71', 'Recover'), ('79', 'Future Sight'), ('85', 'Natural Gift'), ('93', 'Calm Mind'), ('99', 'Sky Attack')]"
251,Celebi,"['Psychic', 'Grass']",Time Travel Pokémon,0.6 m (2′00″),5.0 kg (11.0 lbs),['Natural Cure'],"
3 HP ","45 (5.9% with PokéBall, full HP)",100 (higher than normal),270,Medium Slow,['Undiscovered'],[],"120 (30,584–30,840 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Ghost', 'Dark']","['Water', 'Electric', 'Grass', 'Fighting', 'Ground', 'Psychic']",[],"This Pokémon traveled through time to come from the future. It bolsters grass and trees with its own strength, and it can heal wounds, too.","[('1', 'Confusion'), ('1', 'Heal Bell'), ('10', 'Magical Leaf'), ('20', 'Baton Pass'), ('30', 'Ancient Power'), ('40', 'Life Dew'), ('50', 'Leech Seed'), ('60', 'Recover'), ('70', 'Future Sight'), ('80', 'Healing Wish'), ('90', 'Leaf Storm'), ('100', 'Perish Song')]"
252,Treecko,['Grass'],Wood Gecko Pokémon,0.5 m (1′08″),5.0 kg (11.0 lbs),"['Overgrow', 'Unburden']","
1 Speed ","45 (5.9% with PokéBall, full HP)",70 (normal),62,Medium Slow,"['Dragon', 'Monster']","['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[],"Treecko is cool, calm, and collected—it never panics under any situation. If a bigger foe were to glare at this Pokémon, it would glare right back without conceding an inch of ground.","[('1', 'Leer'), ('1', 'Pound'), ('5', 'Absorb'), ('9', 'Quick Attack'), ('13', 'Mega Drain'), ('17', 'Pursuit'), ('21', 'Giga Drain'), ('25', 'Agility'), ('29', 'Slam'), ('33', 'Detect'), ('37', 'Energy Ball'), ('41', 'Quick Guard'), ('45', 'Endeavor'), ('49', 'Screech')]"
253,Grovyle,['Grass'],Wood Gecko Pokémon,0.9 m (2′11″),21.6 kg (47.6 lbs),"['Overgrow', 'Unburden']","
2 Speed ","45 (5.9% with PokéBall, full HP)",70 (normal),142,Medium Slow,"['Dragon', 'Monster']","['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
","['Fire', 'Ice', 'Poison', 'Flying', 'Bug']","['Water', 'Electric', 'Grass', 'Ground']",[],"This Pokémon adeptly flies from branch to branch in trees. In a forest, no Pokémon can ever hope to catch a fleeing Grovyle however fast they may be.","[('1', 'Absorb'), ('1', 'Fury Cutter'), ('1', 'Leer'), ('1', 'Pound'), ('1', 'Quick Attack'), ('5', 'Absorb'), ('9', 'Quick Attack'), ('13', 'Mega Drain'), ('18', 'Pursuit'), ('23', 'Leaf Blade'), ('28', 'Agility'), ('33', 'Slam'), ('38', 'Detect'), ('43', 'X-Scissor'), ('48', 'False Swipe'), ('53', 'Quick Guard'), ('58', 'Leaf Storm'), ('63', 'Screech')]"
254,Sceptile,['Grass'],Forest Pokémon,1.7 m (5′07″),52.2 kg (115.1 lbs),"['Overgrow', 'Unburden']","
3 Speed ","45 (5.9% with PokéBall, full HP)",70 (normal),239,Medium Slow,"['Dragon', 'Monster']","['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
","['Ice', 'Poison', 'Flying', 'Bug', 'Dragon', 'Fairy']",['Ground'],['Electric'],003 (Ruby/Sapphire/Emerald)003 (Omega Ruby/Alpha Sapphire),"[('1', 'Absorb'), ('1', 'Dual Chop'), ('1', 'Fury Cutter'), ('1', 'Leaf Storm'), ('1', 'Leer'), ('1', 'Night Slash'), ('1', 'Pound'), ('1', 'Quick Attack'), ('5', 'Absorb'), ('9', 'Quick Attack'), ('13', 'Mega Drain'), ('18', 'Pursuit'), ('23', 'Leaf Blade'), ('28', 'Agility'), ('33', 'Slam'), ('39', 'Detect'), ('45', 'X-Scissor'), ('51', 'False Swipe'), ('57', 'Quick Guard'), ('63', 'Leaf Storm'), ('69', 'Screech')]"
255,Torchic,['Fire'],Chick Pokémon,0.4 m (1′04″),2.5 kg (5.5 lbs),"['Blaze', 'Speed Boost']","
1 Special Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),62,Medium Slow,['Field'],"['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
","['Water', 'Ground', 'Rock']","['Fire', 'Grass', 'Ice', 'Bug', 'Steel', 'Fairy']",[],Torchic has a place inside its body where it keeps its flame. Give it a hug—it will be glowing with warmth. This Pokémon is covered all over by a fluffy coat of down.,"[('1', 'Growl'), ('1', 'Scratch'), ('5', 'Ember'), ('10', 'Sand Attack'), ('14', 'Peck'), ('19', 'Fire Spin'), ('23', 'Quick Attack'), ('28', 'Flame Burst'), ('32', 'Focus Energy'), ('37', 'Slash'), ('41', 'Mirror Move'), ('46', 'Flamethrower')]"
256,Combusken,"['Fire', 'Fighting']",Young Fowl Pokémon,0.9 m (2′11″),19.5 kg (43.0 lbs),"['Blaze', 'Speed Boost']","
1 Attack, 1 Special Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),142,Medium Slow,['Field'],"['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
","['Water', 'Ground', 'Flying', 'Psychic']","['Fire', 'Grass', 'Ice', 'Dark', 'Steel']",[],Combusken battles with the intensely hot flames it spews from its beak and with outstandingly destructive kicks. This Pokémon’s cry is very loud and distracting.,"[('1', 'Double Kick'), ('1', 'Ember'), ('1', 'Growl'), ('1', 'Sand Attack'), ('1', 'Scratch'), ('5', 'Ember'), ('10', 'Sand Attack'), ('14', 'Peck'), ('20', 'Flame Charge'), ('25', 'Quick Attack'), ('31', 'Bulk Up'), ('36', 'Focus Energy'), ('42', 'Slash'), ('47', 'Mirror Move'), ('53', 'Sky Uppercut'), ('58', 'Flare Blitz')]"
257,Blaziken,"['Fire', 'Fighting']",Blaze Pokémon,1.9 m (6′03″),52.0 kg (114.6 lbs),"['Blaze', 'Speed Boost']","
3 Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),239,Medium Slow,['Field'],"['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
","['Water', 'Ground', 'Flying', 'Psychic']","['Fire', 'Grass', 'Ice', 'Dark', 'Steel']",[],006 (Ruby/Sapphire/Emerald)006 (Omega Ruby/Alpha Sapphire),"[('1', 'Blaze Kick'), ('1', 'Double Kick'), ('1', 'Ember'), ('1', 'Fire Punch'), ('1', 'Flare Blitz'), ('1', 'Growl'), ('1', 'High Jump Kick'), ('1', 'Sand Attack'), ('1', 'Scratch'), ('5', 'Ember'), ('10', 'Sand Attack'), ('14', 'Peck'), ('20', 'Flame Charge'), ('25', 'Quick Attack'), ('31', 'Bulk Up'), ('37', 'Focus Energy'), ('44', 'Slash'), ('50', 'Brave Bird'), ('57', 'Sky Uppercut'), ('63', 'Flare Blitz')]"
258,Mudkip,['Water'],Mud Fish Pokémon,0.4 m (1′04″),7.6 kg (16.8 lbs),"['Torrent', 'Damp']","
1 Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),62,Medium Slow,"['Monster', 'Water 1']","['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
","['Electric', 'Grass']","['Fire', 'Water', 'Ice', 'Steel']",[],"In water, Mudkip breathes using the gills on its cheeks. If it is faced with a tight situation in battle, this Pokémon will unleash its amazing power—it can crush rocks bigger than itself.","[('1', 'Growl'), ('1', 'Tackle'), ('4', 'Water Gun'), ('9', 'Mud-Slap'), ('12', 'Foresight'), ('17', 'Bide'), ('20', 'Mud Sport'), ('25', 'Rock Throw'), ('28', 'Protect'), ('33', 'Whirlpool'), ('36', 'Take Down'), ('41', 'Hydro Pump'), ('44', 'Endeavor')]"
259,Marshtomp,"['Water', 'Ground']",Mud Fish Pokémon,0.7 m (2′04″),28.0 kg (61.7 lbs),"['Torrent', 'Damp']","
2 Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),142,Medium Slow,"['Monster', 'Water 1']","['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
",['Grass'],"['Fire', 'Poison', 'Rock', 'Steel']",['Electric'],"Marshtomp is much faster at traveling through mud than it is at swimming. This Pokémon’s hindquarters exhibit obvious development, giving it the ability to walk on just its hind legs.","[('1', 'Growl'), ('1', 'Mud Shot'), ('1', 'Mud-Slap'), ('1', 'Tackle'), ('1', 'Water Gun'), ('4', 'Water Gun'), ('9', 'Mud-Slap'), ('12', 'Foresight'), ('18', 'Bide'), ('22', 'Mud Bomb'), ('28', 'Rock Slide'), ('32', 'Protect'), ('38', 'Muddy Water'), ('42', 'Take Down'), ('48', 'Earthquake'), ('52', 'Endeavor')]"
260,Swampert,"['Water', 'Ground']",Mud Fish Pokémon,1.5 m (4′11″),81.9 kg (180.6 lbs),"['Torrent', 'Damp']","
3 Attack ","45 (5.9% with PokéBall, full HP)",70 (normal),241,Medium Slow,"['Monster', 'Water 1']","['87.5% male', '12.5% female']","20 (4,884–5,140 steps)
",['Grass'],"['Fire', 'Poison', 'Rock', 'Steel']",['Electric'],009 (Ruby/Sapphire/Emerald)009 (Omega Ruby/Alpha Sapphire),"[('1', 'Growl'), ('1', 'Hammer Arm'), ('1', 'Mud Shot'), ('1', 'Mud-Slap'), ('1', 'Tackle'), ('1', 'Water Gun'), ('4', 'Water Gun'), ('9', 'Mud-Slap'), ('12', 'Foresight'), ('18', 'Bide'), ('22', 'Mud Bomb'), ('28', 'Rock Slide'), ('32', 'Protect'), ('39', 'Muddy Water'), ('44', 'Take Down'), ('51', 'Earthquake'), ('56', 'Endeavor'), ('63', 'Hammer Arm')]"
